Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Equipe Dédiée),Custom field (Criticité),Custom field (Eng. Documentation),Custom field (Engagement DIAGNOSTIC),Custom field (Engagement CR),Custom field (Engagement TEST),Custom field (Eng. TEST Supplémentaire),Custom field (Eng. Vérification données),Custom field (Eng. Test P3),Custom field (Eng. Test P2),Custom field (Eng. Test P1),Custom field (Team),Σ Remaining Estimate,Σ Original Estimate,Custom field (Estimation Test),Remaining Estimate,Original estimate,Resolved,Custom field (Story point estimate),Custom field (Story Points),Custom field (Development),Custom field (Eng. Développement P1),Custom field (Eng. Développement P2),Custom field (Eng. Développement P3),Custom field (Engagement DÉVELOPPEMENT),Custom field (Provoqué Par),Custom field (Provoqué Par)Id,Custom field (Scope),Reporter,Reporter Id
Bug,AWA-12635,63415,[Tous pays][Bonus Box][Journal d'audit] : Avoir deux lignes de types Bonus Box pour un même partenaire (2) ,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,En Attente de Revue,27/Jan/26 3:15 PM,équipe support et maintenance,🔴 Critique,,,,,,,,,,,7200,7200,,7200,7200,,,,"{pullrequest={dataType=pullrequest, state=DRAFT, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-02-17T10:30:06.949+0100"",""stateCount"":1,""state"":""DRAFT"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,60,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Technical Task,AWA-12634,63382,[Refactoring Address] Correction des problèmes après refactoring et formatage du code avec Rector et Pint,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,27/Jan/26 11:54 AM,équipe support et maintenance,,,,10,,,,,,,,18000,18000,,18000,18000,29/Jan/26 3:35 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-28T16:34:36.507+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,865,,,Refactoring Adresse,Wael Dghaies,6149e14a72728e006f96a35e
Bug,AWA-12632,63345,Production Error – Undefined property stdClass::$country in GroupedOrderService,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,27/Jan/26 8:21 AM,équipe support et maintenance,🟠 Majeur,,,5,,,,,,,,7200,7200,,7200,7200,28/Jan/26 9:34 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-27T14:35:42.954+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,300,,,Migration vers Postgres,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Bug,AWA-12631,63310,[Bonus Box][Journal d'audit] : Configuration de réception au niveau du journal d'audit eronnée,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,26/Jan/26 4:04 PM,équipe support et maintenance,🔴 Critique,,,0,,,,,,,,7200,7200,,7200,7200,20/Feb/26 11:19 AM,,,"{branch={count=1, dataType=branch}, json={""cachedValue"":{""errors"":[],""summary"":{""branch"":{""overall"":{""count"":1,""lastUpdated"":""2026-02-17T10:28:50.000+0100"",""dataType"":""branch""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,180,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Exigence,AWA-12630,63238,[Bonus Box] Journal d'audit : Génération état de paie manuellement / Correction du fichier généré,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,26/Jan/26 1:59 PM,équipe support et maintenance,,,,0,,,,,,,,7200,7200,,7200,7200,27/Feb/26 9:48 AM,,,{},,,,180,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-12629,63230,[Algérie]Demande Support : Création d'un chèque 70% au staff ARVEA algérie 4eme trimestre 2025,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,26/Jan/26 12:09 PM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,27/Jan/26 1:36 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-27T12:07:57.197+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Sub-task,AWA-12627,63189,Affichage d'adresse dans le pinality,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,26/Jan/26 9:26 AM,équipe support et maintenance,,,,5,,,,,,,,7200,7200,,7200,7200,30/Jan/26 2:14 PM,,,{},,,,0,,,Refactoring Adresse,Asma Ayari,5d0a4409307c2e0bc4038d00
Improvement,AWA-12625,63153,[BONUS BOX] / Lancement de la génération d’un état de paie manuelle / Améliorer et corriger les causes de rejet,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,En attente de validation,24/Jan/26 11:52 AM,équipe support et maintenance,,,,15,,,,,,,,14400,14400,,14400,14400,,,,"{pullrequest={dataType=pullrequest, state=DRAFT, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-02-19T10:41:42.882+0100"",""stateCount"":1,""state"":""DRAFT"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,240,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Improvement,AWA-12621,63149,|Tous pays] [Bonus Box] : Amélioration du fichier de l'Ajustement / Ajout des champs,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,24/Jan/26 9:16 AM,équipe support et maintenance,,,,10,,,,,,,,7200,7200,,7200,7200,18/Feb/26 10:43 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-02-18T12:01:45.916+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,180,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Technical Task,AWA-12620,63116,[Refactoring Address] Refactoring du code de regroupement des commandes et tests avec la nouvelle conception,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,23/Jan/26 2:44 PM,équipe support et maintenance,,,,10,,,,,,,,57600,57600,,57600,57600,26/Feb/26 1:48 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2026-02-02T09:12:07.104+0100"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,1903,,,Regroupement des commandes,Wael Dghaies,6149e14a72728e006f96a35e
Sub-task,AWA-12618,63050,Implementation d'une nouvelle interface de gestion des fonctionnalités,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,En cours,23/Jan/26 12:40 PM,équipe support et maintenance,,,,,,,,,,,,43200,43200,,43200,43200,,,,{},,,,,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Bug,AWA-12616,63047,[Tous pays] : Journal d'audit / Enregistrement des dates selon timeZone (2) ,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,En Attente de Revue,23/Jan/26 12:16 PM,équipe support et maintenance,🟠 Majeur,,,,,,,,,,,3600,3600,,3600,3600,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2026-02-17T14:49:20.000+0100"",""dataType"":""repository""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,60,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Sub-task,AWA-12615,63014,Affichage d'adresse dans le facture avoir,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,23/Jan/26 11:02 AM,équipe support et maintenance,,,,5,,,,,,,,10800,10800,,10800,10800,30/Jan/26 10:09 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-30T08:42:08.109+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,0,,,Refactoring Adresse,Asma Ayari,5d0a4409307c2e0bc4038d00
Sub-task,AWA-12614,63012,Affichage d'adresse dans le facture,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,23/Jan/26 11:01 AM,équipe support et maintenance,,,,5,,,,,,,,7200,7200,,7200,7200,29/Jan/26 8:07 AM,,,{},,,,0,,,Refactoring Adresse,Asma Ayari,5d0a4409307c2e0bc4038d00
Sub-task,AWA-12613,63010,Affichage d'adresse dans le panier,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,23/Jan/26 11:01 AM,équipe support et maintenance,,,,5,,,,,,,,14400,14400,,14400,14400,27/Jan/26 8:08 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-26T15:14:56.784+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,0,,,Refactoring Adresse,Asma Ayari,5d0a4409307c2e0bc4038d00
Support,AWA-12612,63008,[Tunisie] [Egypte]: CHANGEMENT DES AJUSTEMENT Bonus boX 23/01/2026,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,23/Jan/26 10:42 AM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,23/Jan/26 4:30 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-23T15:32:50.046+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Sub-task,AWA-12611,62942,Bon de commande,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,23/Jan/26 8:04 AM,équipe support et maintenance,,,,0,,,,,,,,57600,57600,,57600,57600,23/Jan/26 4:24 PM,,,{},,,,0,,,Regroupement des commandes,Asma Ayari,5d0a4409307c2e0bc4038d00
Bug,AWA-12610,62711,Deadlock while daily calculation,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,22/Jan/26 2:51 PM,équipe support et maintenance,🔴 Critique,,,1m,,,,,,,,28800,28800,,28800,28800,04/Feb/26 8:35 AM,,,{},,,,1995m,,,Migration vers Postgres,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Support,AWA-12608,62677,[TN] : Suppression chèque 70% pour conseiller,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,22/Jan/26 10:31 AM,équipe support et maintenance,,,,2,,,,,,,,900,900,,900,900,22/Jan/26 2:55 PM,,,{},,,,11,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Improvement,AWA-12607,62675,Adaptation de challenge club avec postgreSql : Spécificité passage de grade au cours de l'année,Sofien ben brahim,614a5a1cd747e80075f29c85,En attente de validation,22/Jan/26 10:14 AM,équipe support et maintenance,,,,0,,,,,,,,79200,79200,,79200,79200,,,,{},,,,990,,,,Nourhen Landolsi,5a82bd98a08cc5310a6c8aac
Support,AWA-12605,62641,[Libye] : Lancement manuel d'une génération de l'état de paie pour Libye ( id= 7) le 22/01/2026,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,22/Jan/26 8:31 AM,équipe support et maintenance,,,0,5,,,,,,,,300,300,,300,300,22/Jan/26 9:32 AM,,,{},,,,0,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Task,AWA-12604,62608,Stress testing d’Odyssey en mode transaction,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,En Attente de Revue,22/Jan/26 12:03 AM,équipe support et maintenance,,,,30m,,,,,,,,86400,86400,,86400,86400,,,,{},,,,1920,,,Migration vers Postgres,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Bug,AWA-12603,62607,Collecte et correction des bugs dans les fichiers logs,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,21/Jan/26 10:20 PM,équipe support et maintenance,🟡 Medium,,,15,,,,,,,,144000,144000,,144000,144000,29/Jan/26 8:42 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-02-03T12:03:04.865+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,1440,,,Migration vers Postgres,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Technical Task,AWA-12602,62541,[Refactoring Address][Team Statics] Adapt search to the new design,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,21/Jan/26 3:38 PM,équipe support et maintenance,,,,5m,,,,,,,,3600,3600,,3600,3600,22/Jan/26 9:34 AM,,,{},,,,145m,,,Refactoring Adresse,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Support,AWA-12601,62540,[ARVEA KW-UAE-OM] : AC Boost Fin janvier 2026 ( 25% ),souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,21/Jan/26 3:30 PM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,23/Jan/26 12:29 PM,,,{},,,,10,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Exigence,AWA-12600,62539,Adaptation de la base de données pour la formule des primes en AC affiché en Dashboard prime ,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Terminé,21/Jan/26 3:22 PM,équipe support et maintenance,,,,0,0,,,,,,,21600,21600,,21600,21600,23/Feb/26 9:41 AM,,,{},,,,480,,,Calcul,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-12599,62538,[TN] [LY][ALG][EG]: AC Boost Fin janvier 2026 ( 25% ) ,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,21/Jan/26 3:15 PM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,21/Jan/26 4:54 PM,,,{},,,,13,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Xray Test,AWA-12598,62505,[TC] [Stackholders] :Modification des informations personnelles,,,Déployé,21/Jan/26 12:15 PM,équipe support et maintenance,,,,,,,,,,,,,,,,,21/Jan/26 12:17 PM,,,{},,,,,,,Migration vers Postgres,wassila.boukthir,712020:2d762afc-af00-48db-b254-3d00de8a88fd
Xray Test,AWA-12597,62504,"[TC][Stackholders]: Validation de l’ajout, de la modification et de la suppression d’une adresse de livraison",,,Déployé,21/Jan/26 12:08 PM,équipe support et maintenance,,,,,,,,,,,,,,,,,21/Jan/26 12:09 PM,,,{},,,,,,,Migration vers Postgres,wassila.boukthir,712020:2d762afc-af00-48db-b254-3d00de8a88fd
Technical Task,AWA-12596,62469,[Refactoring Address][My team] Adapt search to the new design,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,21/Jan/26 11:13 AM,équipe support et maintenance,,,,5m,,,,,,,,28800,28800,,28800,28800,21/Jan/26 3:36 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-21T16:29:13.907+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,320m,,,Refactoring Adresse,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Support,AWA-12595,62436,[Libye] : Récupération du compte – Login LY219950146447,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,21/Jan/26 10:48 AM,équipe support et maintenance,,,,5,,,,,,,,7200,7200,,7200,7200,23/Jan/26 8:41 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-01-22T18:07:22.787+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,495,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-12594,62435,[Koweit] : Lancement manuel d'une génération de l'état de paie pour Koweit ( id= 4) le 21/01/2026,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,21/Jan/26 10:30 AM,équipe support et maintenance,,,0,5,,,,,,,,300,300,,300,300,21/Jan/26 11:14 AM,,,{},,,,5m,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Xray Test,AWA-12592,62334,Vérification de l’ordre d’affichage de l’adresse,,,Déployé,20/Jan/26 2:59 PM,équipe support et maintenance,,,,,,,,,,,,,,,,,20/Jan/26 3:00 PM,,,{},,,,,,,Refactoring Adresse,wassila.boukthir,712020:2d762afc-af00-48db-b254-3d00de8a88fd
Support,AWA-12591,62301,[Algérie] : Lancement manuel d'une génération de l'état de paie pour Algérie ( id= 2) le 20/01/2026,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,20/Jan/26 10:00 AM,équipe support et maintenance,,,0,6,,,,,,,,300,300,,300,300,22/Jan/26 11:51 AM,,,{},,,,5,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Bug,AWA-12590,62268,[Migration PostgreSQL]: Rubrique Bloc et désignation/ Error 500,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,19/Jan/26 4:44 PM,équipe support et maintenance,🟠 Majeur,,,5,,,,,,,,3600,3600,,3600,3600,05/Feb/26 8:44 AM,,,{},,,,165,,,Migration vers Postgres,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-12589,62267,[Libye] : Adaptation Export pour transporteur + Ajout dresse,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,19/Jan/26 4:26 PM,équipe support et maintenance,,,,5,,,,,,,,7200,7200,,7200,7200,21/Jan/26 10:14 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2026-01-21T09:34:00.335+0100"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,225,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Bug,AWA-12588,62234,Erreur lors du lancement calcul mensuel via php artisan calcul_monthly:sql,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,19/Jan/26 3:52 PM,équipe support et maintenance,🔴 Critique,,,5,,,,,,,,1800,1800,,1800,1800,26/Jan/26 9:33 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-01-21T15:16:19.690+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Migration vers Postgres,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Support,AWA-12587,62201,[Algérie] : Gratuité de frais de transport du 20 au 22 Janvier 2026,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,19/Jan/26 3:02 PM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,19/Jan/26 4:24 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-19T16:06:53.222+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Sub-task,AWA-12586,62135,"Migration des données (gouvernorats, villes, localités, codes postaux, quartiers et arrondissements)",Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,19/Jan/26 9:47 AM,équipe support et maintenance,,,,0,,,,,,,,57600,57600,,57600,57600,23/Jan/26 10:35 AM,,,{},,,,0,,,Refactoring Adresse,Asma Ayari,5d0a4409307c2e0bc4038d00
Support,AWA-12584,62064,[Oman] : [Ajout du mode de paiement en ligne pour le bouton Suivi comptabilisé,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,17/Jan/26 11:30 AM,équipe support et maintenance,,,,5,,,,,,,,7200,7200,,7200,7200,19/Jan/26 3:24 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-19T14:42:54.962+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Bug,AWA-12583,62028,Erreur lors de la consultation de la page historique des commandes,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,16/Jan/26 3:22 PM,équipe support et maintenance,🟠 Majeur,,,15,,,,,,,,3600,3600,,3600,3600,26/Jan/26 9:34 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-19T15:01:50.903+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,120,,,Migration vers Postgres,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
